"ID";"IDNr";"Punkt";"Referenzgebiet";"IUGNr";"AusserhalbIUG";"Datum";"Uhrzeit";"Begehungsdurchgang";"WannLetzterSchneefall";"X-Koordinaten";"Y-Koordinaten";"GPS";"Art";"unsicher bei Art";"Geschlecht";"Nachweisart";"Anzahl";"andere Nachweisart";"Genetik";"frisch";"Losungsfund auf Schnee";"Harnsaeurebelag";"Blinddarmlosung";"Totholz stehend";"Totholz liegend";"Wurzelteller";"Terrassen-Hangverebnung";"Ameisenhaufen";"Felsblock";"Felswand";"Anthropogene Struktur";"Schlafbaum";"Schneehoehle/Schlafplatz";"aesungsbaum";"Huderstelle";"andere:";"Beschreibung";"Gesang";"Spuren";"Paarbeobachtung";"Gelege";"Fichte";"Laerche";"Zirbe";"Foehre";"Tanne";"sonstige Nadelwald";"Buche";"Ahorn";"Birke";"Eberesche";"sonstige Laubwald";"Freiflaeche";"Nachweisort Baumschicht";"Nadelgebuesch";"Laubgebuesch";"Zwergstraeucher (> 30 cm)";"Art (Zwergstraeucher > 30cm)";"Zwergstraeucher (< 30 cm)";"Art (Zwergstraeucher < 30cm)";"Hochstauden, Farne";"Graeser und Kraeuter";"Boden";"Fels";"Moor, Feuchtflaeche";"Gewaesser fliessend";"Gewaesser stehend";"von Schnee bedeckt";"sonstiges";"sonstiges Beschreibung";"Nachweisort Boden";"Bemerkung/Notiz"
513;"VW059";"A";"NPZ";11;0;2024-6-20 00:00:00;1899-12-30 08:52:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Feder";"1-5";;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"0";"+";"0";"0";"0";"100";"0";;"von Schnee bedeckt";
514;"VW059";"B";"NPZ";11;0;2024-6-20 00:00:00;1899-12-30 08:52:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Feder";"1-5";;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"0";"+";"0";"0";"0";"100";"0";;"von Schnee bedeckt";
515;"VW060";"A";"NPZ";11;0;2024-6-20 00:00:00;1899-12-30 09:45:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"0";"+";"0";"0";"0";"100";"0";;"von Schnee bedeckt";
516;"VW061";"A";"NPZ";11;0;2024-6-20 00:00:00;1899-12-30 10:15:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"mehr";;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"10";"10";"40";"0";"0";"0";"40";"0";;"von Schnee bedeckt";
517;"VW062";"A";"NPZ";11;0;2024-6-20 00:00:00;1899-12-30 10:54:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"0";"+";"0";"0";"0";"100";"0";;"von Schnee bedeckt";
518;"VW063";"A";"NPZ";11;0;2024-6-20 00:00:00;1899-12-30 11:19:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"0";"20";"0";"0";"0";"80";"0";;"von Schnee bedeckt";
519;"VW066";"A";"NPZ";11;0;2024-6-20 00:00:00;1899-12-30 12:09:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"20";"10";"50";"0";"0";"0";"20";"0";;"Graeser und Kraeuter";
520;"VW067";"A";"NPZ";11;0;2024-6-20 00:00:00;1899-12-30 12:51:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Sichtung";"1-5";;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"20";"20";"30";"0";"0";"0";"30";"0";;;
521;"VW067";"B";"NPZ";11;0;2024-6-20 00:00:00;1899-12-30 12:51:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Feder";"1-5";;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"20";"20";"30";"0";"0";"0";"30";"0";;;
522;"VW068";"A";"NPZ";11;0;2024-6-20 00:00:00;1899-12-30 13:03:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"0";"40";"0";"0";"0";"60";"0";;"von Schnee bedeckt";
523;"VW069";"A";"NPZ";11;0;2024-6-20 00:00:00;1899-12-30 13:07:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"0";"20";"0";"0";"0";"80";"0";;"von Schnee bedeckt";
524;"VW070";"A";"NPZ";11;0;2024-6-20 00:00:00;1899-12-30 13:31:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"30";"20";"30";"0";"0";"0";"20";"0";;"Graeser und Kraeuter";
525;"VW070";"B";"NPZ";11;0;2024-6-20 00:00:00;1899-12-30 13:31:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"30";"20";"30";"0";"0";"0";"20";"0";;"von Schnee bedeckt";
526;"VW040";"A";"NPZ";7;0;2024-6-19 00:00:00;1899-12-30 06:30:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"0";"50";"0";"0";"0";"50";"0";;"von Schnee bedeckt";
527;"VW040";"B";"NPZ";7;0;2024-6-19 00:00:00;1899-12-30 06:30:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"0";"50";"0";"0";"0";"50";"0";;"Fels";
528;"VW041";"A";"NPZ";7;0;2024-6-19 00:00:00;1899-12-30 07:00:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"0";"50";"0";"0";"0";"50";"0";;"von Schnee bedeckt";
529;"VW042";"A";"NPZ";7;0;2024-6-19 00:00:00;1899-12-30 07:29:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Lawinenkegel";;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"0";"0";"0";"0";"0";"100";"0";;"von Schnee bedeckt";
530;"VW043";"A";"NPZ";7;0;2024-6-19 00:00:00;1899-12-30 08:02:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"0";"+";"0";"0";"0";"100";"0";;"von Schnee bedeckt";
531;"VW044";"A";"NPZ";7;0;2024-6-19 00:00:00;1899-12-30 08:30:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"0";"+";"0";"0";"0";"100";"0";;"von Schnee bedeckt";
532;"VW045";"A";"NPZ";7;0;2024-6-19 00:00:00;1899-12-30 09:30:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"0";"0";"0";"0";"0";"100";"0";;"von Schnee bedeckt";
533;"VW046";"A";"NPZ";7;0;2024-6-19 00:00:00;1899-12-30 10:00:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"0";"50";"0";"0";"0";"50";"0";;"von Schnee bedeckt";
534;"VW046";"B";"NPZ";7;0;2024-6-19 00:00:00;1899-12-30 10:00:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"0";"50";"0";"0";"0";"50";"0";;"von Schnee bedeckt";
535;"VW047";"A";"NPZ";7;0;2024-6-19 00:00:00;1899-12-30 10:14:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"0";"0";"0";"0";"0";"100";"0";;"von Schnee bedeckt";
536;"VW047";"B";"NPZ";7;0;2024-6-19 00:00:00;1899-12-30 10:14:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"mehr";;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"0";"0";"0";"0";"0";"100";"0";;"von Schnee bedeckt";
537;"VW048";"A";"NPZ";7;0;2024-6-19 00:00:00;1899-12-30 10:55:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"0";"+";"0";"0";"0";"100";"0";;"von Schnee bedeckt";
538;"VW049";"A";"NPZ";7;0;2024-6-19 00:00:00;1899-12-30 10:49:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Lautaeusserung";"1-5";;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"20";"20";"30";"0";"0";"0";"30";"0";;;
539;"VW050";"A";"NPZ";7;0;2024-6-19 00:00:00;1899-12-30 12:26:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"30";"20";"40";"0";"0";"0";"10";"0";;"Boden";
540;"VW051";"A";"NPZ";7;0;2024-6-19 00:00:00;1899-12-30 12:36:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"20";"20";"30";"0";"0";"0";"30";"0";;"Boden";
541;"VW053";"A";"NPZ";7;0;2024-6-19 00:00:00;1899-12-30 13:13:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"10";"10";"20";"0";"0";"0";"60";"0";;"von Schnee bedeckt";
542;"VW053";"B";"NPZ";7;0;2024-6-19 00:00:00;1899-12-30 13:13:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"10";"10";"20";"0";"0";"0";"60";"0";;"Boden";
543;"VW052";"A";"NPZ";7;0;2024-6-19 00:00:00;1899-12-30 12:49:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"mehr";;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"0";"0";"0";"0";"0";"100";"0";;"von Schnee bedeckt";
544;"VW054";"A";"NPZ";7;0;2024-6-19 00:00:00;1899-12-30 12:22:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"6-12";;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"30";"30";"40";"0";"0";"0";"0";"0";;"Boden";
545;"VW055";"A";"NPZ";7;0;2024-6-19 00:00:00;1899-12-30 13:33:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"0";"60";"0";"0";"0";"40";"0";;"von Schnee bedeckt";
546;"VW056";"A";"NPZ";7;0;2024-6-19 00:00:00;1899-12-30 13:45:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"0";"20";"0";"0";"0";"80";"0";;"von Schnee bedeckt";
547;"VW056";"B";"NPZ";7;0;2024-6-19 00:00:00;1899-12-30 13:45:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"0";"20";"0";"0";"0";"80";"0";;"von Schnee bedeckt";
548;"RL150";"A";"NPZ";7;0;2024-6-19 00:00:00;1899-12-30 08:20:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"+";"0";"30";"0";"0";"0";"70";"0";;"von Schnee bedeckt";
549;"RL151";"A";"NPZ";7;0;2024-6-19 00:00:00;1899-12-30 08:41:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"20";"0";"20";"0";"0";"0";"60";"0";;"von Schnee bedeckt";
550;"RL151";"B";"NPZ";7;0;2024-6-19 00:00:00;1899-12-30 08:41:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"20";"0";"20";"0";"0";"0";"60";"0";;"von Schnee bedeckt";
551;"RL152";"A";"NPZ";7;0;2024-6-19 00:00:00;1899-12-30 08:51:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"10";"Alpenrose";"0";;"0";"40";"0";"10";"0";"0";"0";"40";"0";;"von Schnee bedeckt";
552;"RL153";"A";"NPZ";7;0;2024-6-19 00:00:00;1899-12-30 09:10:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"+";"0";"10";"Alpenrose & Vacc.";"+";"Vacc.";"0";"10";"0";"20";"0";"0";"0";"60";"0";;"von Schnee bedeckt";
553;"RL154";"A";"NPZ";7;0;2024-6-19 00:00:00;1899-12-30 09:48:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"+";"Alpenrose";"10";"Vacc.";"0";"20";"0";"40";"0";"0";"0";"30";"0";;"von Schnee bedeckt";
554;"RL155";"A";"NPZ";7;0;2024-6-19 00:00:00;1899-12-30 10:35:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"mehr";;1;1;1;1;0;0;0;0;0;0;1;1;0;0;1;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"20";"0";"10";"0";"0";"0";"70";"0";;"von Schnee bedeckt";
555;"RL156";"A";"NPZ";7;0;2024-6-19 00:00:00;1899-12-30 10:49:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"40";"0";"50";"0";"0";"0";"10";"0";;"Graeser und Kraeuter";
556;"RL157";"A";"NPZ";7;0;2024-6-19 00:00:00;1899-12-30 11:07:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"10";"0";"20";"0";"0";"0";"70";"0";;"von Schnee bedeckt";
557;"RL158";"A";"NPZ";7;0;2024-6-19 00:00:00;1899-12-30 11:14:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"6-12";;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"10";"0";"20";"0";"0";"0";"70";"0";;"von Schnee bedeckt";
558;"RL159";"A";"NPZ";7;0;2024-6-19 00:00:00;1899-12-30 11:31:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"10";"0";"10";"0";"0";"0";"80";;;"von Schnee bedeckt";
559;"RL160";"A";"NPZ";7;0;2024-6-19 00:00:00;1899-12-30 11:40:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"10";"0";"20";"0";"0";"0";"70";"0";;"von Schnee bedeckt";
560;"RL160";"B";"NPZ";7;0;2024-6-19 00:00:00;1899-12-30 11:40:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"10";"0";"20";"0";"0";"0";"70";"0";;"von Schnee bedeckt";
561;"RL161";"A";"NPZ";7;0;2024-6-19 00:00:00;1899-12-30 12:15:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Feder";"1-5";;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"10";"0";"+";"0";"0";"0";"90";"0";;"von Schnee bedeckt";
562;"RL161";"B";"NPZ";7;0;2024-6-19 00:00:00;1899-12-30 12:15:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"mehr";;1;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"10";"0";"+";"0";"0";"0";"90";"0";;"von Schnee bedeckt";
563;"RL162";"A";"NPZ";7;0;2024-6-19 00:00:00;1899-12-30 12:28:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"+";"0";"10";"0";"0";"0";"90";"0";;"von Schnee bedeckt";
564;"RL163";"A";"NPZ";7;0;2024-6-19 00:00:00;1899-12-30 12:34:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"0";"0";"10";"0";"0";"0";"90";"0";;"von Schnee bedeckt";
565;"RL164";"A";"NPZ";7;0;2024-6-19 00:00:00;1899-12-30 13:30:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"1-5";;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"50";"0";"20";"0";"0";"0";"30";"0";;"Graeser und Kraeuter";
566;"RL165";"A";"NPZ";7;0;2024-6-19 00:00:00;1899-12-30 13:57:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"6-12";;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"40";"0";"20";"0";"0";"0";"40";"0";;"von Schnee bedeckt";
567;"SC031";"A";"NPZ";7;0;2024-6-19 00:00:00;1899-12-30 07:57:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Losung";"6-12";;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"0";;"0";;"0";"10";"0";"20";"0";"0";"0";"70";"0";;"von Schnee bedeckt";
568;"SC030";"A";"NPZ";7;0;2024-6-19 00:00:00;1899-12-30 07:13:00;"1";"alter Schnee (>=5 Tage)";0;0;0;"Schneehuhn";0;"unklar";"Feder";"1-5";;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;0;0;0;0;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";;"0";"0";"30";"Erica";"0";;"0";"20";"20";"30";"0";"0";"0";"0";"0";;"Boden";
